Judul Berita,Keyword,Sumber Berita,Tanggal Terbit,URL
Harga Sembako Jogja Hari Ini 24 November 2025: Semua Jenis Cabai Naik!,Harga cabai,Detik.com,2025-11-26,https://www.detik.com/jogja/bisnis/d-8225682/harga-sembako-jogja-hari-ini-24-november-2025-semua-jenis-cabai-naik
Video: Wamendag Sebut Cuaca Jadi Penyebab Harga Cabai Naik Jelang Lebaran,Harga cabai,Detik.com,2025-11-26,https://20.detik.com/detikupdate/20250331-250331092/video-wamendag-sebut-cuaca-jadi-penyebab-harga-cabai-naik-jelang-lebaran
"Harga Sembako Jatim Hari Ini: Cabai Keriting dan Rawit Naik, Bawang Merah Turun",Harga cabai,Detik.com,2025-11-26,https://www.detik.com/jatim/bisnis/d-8225323/harga-sembako-jatim-hari-ini-cabai-keriting-dan-rawit-naik-bawang-merah-turun
Harga Cabai Merah-Rawit di Sumut Kompak Turun Pekan Ini,Harga cabai,Detik.com,2025-11-26,https://www.detik.com/sumut/bisnis/d-8214935/harga-cabai-merah-rawit-di-sumut-kompak-turun-pekan-ini
"Harga Cabai Keriting Tiba-tiba Melonjak, Ini Biang Keroknya",Harga cabai,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8128181/harga-cabai-keriting-tiba-tiba-melonjak-ini-biang-keroknya
"Bukan Emas Saja, Pedasnya Cabai Picu Kenaikan Inflasi Oktober 2025",Harga cabai,Detik.com,2025-11-26,https://finance.detik.com/foto-bisnis/d-8196758/bukan-emas-saja-pedasnya-cabai-picu-kenaikan-inflasi-oktober-2025
Harga Cabai Merah Keriting-Rawit Merah di Musi Rawas Melonjak,Harga cabai,Detik.com,2025-11-26,https://www.detik.com/sumbagsel/bisnis/d-8175537/harga-cabai-merah-keriting-rawit-merah-di-musi-rawas-melonjak
Jerit Petani di Blitar Sambat Harga Cabai Anjlok Jadi Rp 15 Ribu/Kg,Harga cabai,Detik.com,2025-11-26,https://www.detik.com/jatim/bisnis/d-8206647/jerit-petani-di-blitar-sambat-harga-cabai-anjlok-jadi-rp-15-ribu-kg
"Impor Ilegal Terjadi Lagi, Beras hingga Minyak Goreng Masuk Batam",Harga beras,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8228398/impor-ilegal-terjadi-lagi-beras-hingga-minyak-goreng-masuk-batam
Mentan Ungkap Asal Usul Beras Impor Ilegal 250 Kg ke Sabang,Harga beras,Detik.com,2025-11-26,https://www.detik.com/sumut/berita/d-8226312/mentan-ungkap-asal-usul-beras-impor-ilegal-250-kg-ke-sabang
Mentan Ungkap 250 Ton Beras Diimpor Ilegal ke Sabang,Harga beras,Detik.com,2025-11-26,https://www.detik.com/sumut/berita/d-8225086/mentan-ungkap-250-ton-beras-diimpor-ilegal-ke-sabang
Video: Komisi IV DPR Ungkap Biang Kerok Harga Beras Naik,Harga beras,Detik.com,2025-11-26,https://20.detik.com/detikupdate/20250911-250911009/video-komisi-iv-dpr-ungkap-biang-kerok-harga-beras-naik
Polisi Magetan Blusukan Ke Daerah Pelosok Jual Beras Murah,Harga beras,Detik.com,2025-11-26,https://www.detik.com/jatim/jogo-jatim/d-8228465/polisi-magetan-blusukan-ke-daerah-pelosok-jual-beras-murah
Pemkot Mataram Cari Akar Masalah Harga Daging Ayam Tak Turun Sejak 3 Bulan,Harga beras,Detik.com,2025-11-26,https://www.detik.com/bali/nusra/d-8228735/pemkot-mataram-cari-akar-masalah-harga-daging-ayam-tak-turun-sejak-3-bulan
Pemprov Aceh Sebut Harga Beras di Sabang Mahal Jadi Alasan Impor 250 Ton,Harga beras,Detik.com,2025-11-26,https://www.detik.com/sumut/berita/d-8227137/pemprov-aceh-sebut-harga-beras-di-sabang-mahal-jadi-alasan-impor-250-ton
"Stabilkan Inflasi, Pemkot Jambi Selenggarakan Gerakan Pangan Murah",Harga beras,Detik.com,2025-11-26,https://finance.detik.com/foto-bisnis/d-8214898/stabilkan-inflasi-pemkot-jambi-selenggarakan-gerakan-pangan-murah
Pemerintah Bentuk Satgas Pengendalian Harga Beras,Harga beras,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8174103/pemerintah-bentuk-satgas-pengendalian-harga-beras
BPS Beberkan Data Harga Beras Sudah Turun,Harga beras,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8139442/bps-beberkan-data-harga-beras-sudah-turun
"Harga Sembako Jatim Hari Ini: Cabai Keriting dan Rawit Naik, Bawang Merah Turun",Harga bawang merah,Detik.com,2025-11-26,https://www.detik.com/jatim/bisnis/d-8225323/harga-sembako-jatim-hari-ini-cabai-keriting-dan-rawit-naik-bawang-merah-turun
"Harga Bawang Merah Turun, tapi Ayam hingga Cabai Naik",Harga bawang merah,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8147074/harga-bawang-merah-turun-tapi-ayam-hingga-cabai-naik
"Harga Bawang Merah Mulai Turun di Sumut, Begini Kata Disperindag",Harga bawang merah,Detik.com,2025-11-26,https://www.detik.com/sumut/bisnis/d-8069518/harga-bawang-merah-mulai-turun-di-sumut-begini-kata-disperindag
"Video: Harga Bawang Merah Naik di 300 Kab/Kota, Sentuh Rp 53 Ribu Per Kg",Harga bawang merah,Detik.com,2025-11-26,https://20.detik.com/detikupdate/20250811-250811089/video-harga-bawang-merah-naik-di-300-kab-kota-sentuh-rp-53-ribu-per-kg
Harga Bawang Merah di Palembang Merangkak Naik dalam Sepekan,Harga bawang merah,Detik.com,2025-11-26,https://www.detik.com/sumbagsel/bisnis/d-8032403/harga-bawang-merah-di-palembang-merangkak-naik-dalam-sepekan
Trik Jitu Usir Tikus di Rumah dengan Ramuan Bawang Merah,Harga bawang merah,Detik.com,2025-11-26,https://www.detik.com/sumut/berita/d-8223448/trik-jitu-usir-tikus-di-rumah-dengan-ramuan-bawang-merah
"Video: Harga Bawang Merah Naik di 300 Kab/Kota, Sentuh Rp 53 Ribu Per Kg",Harga bawang merah,Detik.com,2025-11-26,https://20.detik.com/detikupdate/20250811-250811089/video-harga-bawang-merah-naik-di-300-kabkota-sentuh-rp-53-ribu-per-kg
Harga Bawang Merah di Semarang Turun,Harga bawang merah,Detik.com,2025-11-26,https://finance.detik.com/foto-bisnis/d-7881632/harga-bawang-merah-di-semarang-turun
"Harga Bawang Merah Capai Rp 60 Ribu di Sumut, Disperindag Beberkan Penyebabnya",Harga bawang merah,Detik.com,2025-11-26,https://www.detik.com/sumut/bisnis/d-8056692/harga-bawang-merah-capai-rp-60-ribu-di-sumut-disperindag-beberkan-penyebabnya
"Harga Bawang Merah di Sumut Terus Naik, Cabai Masih Lesu",Harga bawang merah,Detik.com,2025-11-26,https://www.detik.com/sumut/bisnis/d-8014419/harga-bawang-merah-di-sumut-terus-naik-cabai-masih-lesu
"Impor Ilegal Terjadi Lagi, Beras hingga Minyak Goreng Masuk Batam",Harga minyak goreng,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8228398/impor-ilegal-terjadi-lagi-beras-hingga-minyak-goreng-masuk-batam
"Minyak Goreng Impor Ilegal 4,5 Ton Masuk Batam, Mentan: Ironis!",Harga minyak goreng,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8227837/minyak-goreng-impor-ilegal-4-5-ton-masuk-batam-mentan-ironis
Harga Minyak Goreng Diprediksi Naik Segini jika B50 Diterapkan,Harga minyak goreng,Detik.com,2025-11-26,https://finance.detik.com/industri/d-8165975/harga-minyak-goreng-diprediksi-naik-segini-jika-b50-diterapkan
Video: Harga Minyak Goreng di Transmart Full Day Sale Murah Meriah,Harga minyak goreng,Detik.com,2025-11-26,https://20.detik.com/detikupdate/20241222-241222074/video-harga-minyak-goreng-di-transmart-full-day-sale-murah-meriah
"Kejati Banten Bongkar Kasus Jual Beli Fiktif Minyak Goreng, Negara Rugi Rp 20 M",Harga minyak goreng,Detik.com,2025-11-26,https://news.detik.com/berita/d-8226760/kejati-banten-bongkar-kasus-jual-beli-fiktif-minyak-goreng-negara-rugi-rp-20-m
Harga Minyak Goreng-Gula di Sumut Makin Mahal,Harga minyak goreng,Detik.com,2025-11-26,https://www.detik.com/sumut/berita/d-8143534/harga-minyak-goreng-gula-di-sumut-makin-mahal
Pengusaha Ungkap Permainan Harga Minyak Goreng di Pasar,Harga minyak goreng,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-7775774/pengusaha-ungkap-permainan-harga-minyak-goreng-di-pasar
"Stabilkan Inflasi, Pemkot Jambi Selenggarakan Gerakan Pangan Murah",Harga minyak goreng,Detik.com,2025-11-26,https://finance.detik.com/foto-bisnis/d-8214898/stabilkan-inflasi-pemkot-jambi-selenggarakan-gerakan-pangan-murah
"Awal Puasa, Harga Minyak Goreng di 136 Daerah Naik!",Harga minyak goreng,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-7816414/awal-puasa-harga-minyak-goreng-di-136-daerah-naik
"Harga Minyak Mentah RI Anjlok, Ini Penyebabnya",Harga minyak goreng,Detik.com,2025-11-26,https://finance.detik.com/energi/d-8221942/harga-minyak-mentah-ri-anjlok-ini-penyebabnya
"Harga Sembako Jatim 22 November 2025, Harga Telur Ayam Rp 27.968 Per Kilogram",Harga telur ayam,Detik.com,2025-11-26,https://www.detik.com/jatim/bisnis/d-8223080/harga-sembako-jatim-22-november-2025-harga-telur-ayam-rp-27-968-per-kilogram
Pemkot Mataram Cari Akar Masalah Harga Daging Ayam Tak Turun Sejak 3 Bulan,Harga telur ayam,Detik.com,2025-11-26,https://www.detik.com/bali/nusra/d-8228735/pemkot-mataram-cari-akar-masalah-harga-daging-ayam-tak-turun-sejak-3-bulan
"Harga Telur Ayam Naik Gila-gilaan, Ada yang Tembus Rp 100 Ribu/Kg",Harga telur ayam,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8146868/harga-telur-ayam-naik-gila-gilaan-ada-yang-tembus-rp-100-ribu-kg
Harga Telur Ayam Terus Meroket!,Harga telur ayam,Detik.com,2025-11-26,https://20.detik.com/detikupdate/20230527-230527061/harga-telur-ayam-terus-meroket
"Harga Telur Ayam di Sumut Naik, Disperindag Sebut Permintaan Pasokan MBG Tinggi",Harga telur ayam,Detik.com,2025-11-26,https://www.detik.com/sumut/bisnis/d-8147735/harga-telur-ayam-di-sumut-naik-disperindag-sebut-permintaan-pasokan-mbg-tinggi
Cuaca Panas dan Program MBG Picu Kenaikan Harga Telur Ayam di Palembang,Harga telur ayam,Detik.com,2025-11-26,https://www.detik.com/sumbagsel/berita/d-8166169/cuaca-panas-dan-program-mbg-picu-kenaikan-harga-telur-ayam-di-palembang
"Harga Telur Ayam Naik, DKPP Sumsel Sebut Pemicunya Event-Program MBG",Harga telur ayam,Detik.com,2025-11-26,https://www.detik.com/sumbagsel/bisnis/d-8147195/harga-telur-ayam-naik-dkpp-sumsel-sebut-pemicunya-event-program-mbg
"Tak Hanya Cabai, Harga Telur Ayam Ikut Melambung",Harga telur ayam,Detik.com,2025-11-26,https://finance.detik.com/foto-bisnis/d-7724849/tak-hanya-cabai-harga-telur-ayam-ikut-melambung
"Harga Telur Ayam Meroket, di Daerah Ini Tembus Rp 100.000/Kg",Harga telur ayam,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8055502/harga-telur-ayam-meroket-di-daerah-ini-tembus-rp-100-000-kg
"Produksi Ayam-Telur Tertumpuk di Jawa, Pemerintah Dorong Sentra Baru",Harga telur ayam,Detik.com,2025-11-26,https://www.detik.com/jogja/jogja-kerta/d-8223431/produksi-ayam-telur-tertumpuk-di-jawa-pemerintah-dorong-sentra-baru
Pemkot Mataram Cari Akar Masalah Harga Daging Ayam Tak Turun Sejak 3 Bulan,Harga kedelai,Detik.com,2025-11-26,https://www.detik.com/bali/nusra/d-8228735/pemkot-mataram-cari-akar-masalah-harga-daging-ayam-tak-turun-sejak-3-bulan
"Harga Kedelai Lokal Anjlok, Pemerintah Turun Tangan",Harga kedelai,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8119247/harga-kedelai-lokal-anjlok-pemerintah-turun-tangan
"Titiek Soeharto ke Mentan: Kita Pemakan Tahu-Tempe, Impor Kedelai 2,6 Juta Ton",Harga kedelai,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8225764/titiek-soeharto-ke-mentan-kita-pemakan-tahu-tempe-impor-kedelai-2-6-juta-ton
Zulhas Sebut Bulog Mau Impor 350 Ribu Ton untuk Tekan Harga Kedelai,Harga kedelai,Detik.com,2025-11-26,https://20.detik.com/detikflash/20221101-221101137/zulhas-sebut-bulog-mau-impor-350-ribu-ton-untuk-tekan-harga-kedelai
"Harga Kedelai Naik, Pengusaha Tempe Duga Imbas Kebijakan Impor AS",Harga kedelai,Detik.com,2025-11-26,https://www.detik.com/bali/bisnis/d-7888401/harga-kedelai-naik-pengusaha-tempe-duga-imbas-kebijakan-impor-as
"Harga Honda BeAT 2025, Segini yang Paling Murah",Harga kedelai,Detik.com,2025-11-26,https://oto.detik.com/motor/d-8227997/harga-honda-beat-2025-segini-yang-paling-murah
Perajin Tahu Cemas Harga Kedelai Meroket Imbas Kebijakan Impor AS,Harga kedelai,Detik.com,2025-11-26,https://www.detik.com/jabar/bisnis/d-7869456/perajin-tahu-cemas-harga-kedelai-meroket-imbas-kebijakan-impor-as
Harga Kedelai Merangkak Naik,Harga kedelai,Detik.com,2025-11-26,https://news.detik.com/foto-news/d-8218788/harga-kedelai-merangkak-naik
Wagub Emil Sebut Kenaikan Harga Kedelai Imbas Perang Dagang AS-China,Harga kedelai,Detik.com,2025-11-26,https://www.detik.com/jatim/bisnis/d-7892087/wagub-emil-sebut-kenaikan-harga-kedelai-imbas-perang-dagang-as-china
Zulhas Mau Harga Kedelai AS Lebih Kompetitif dari Kanada,Harga kedelai,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8047934/zulhas-mau-harga-kedelai-as-lebih-kompetitif-dari-kanada
"Buruh di Lebak Demo Minta Upah Minimum 2026 Naik 10,5%",demonstrasi,Detik.com,2025-11-26,https://news.detik.com/berita/d-8226009/buruh-di-lebak-demo-minta-upah-minimum-2026-naik-10-5
Polri Ubah Paradigma Penanganan Unjuk Rasa dari Pengamanan Jadi Pelayanan,demonstrasi,Detik.com,2025-11-26,https://news.detik.com/berita/d-8226513/polri-ubah-paradigma-penanganan-unjuk-rasa-dari-pengamanan-jadi-pelayanan
"Buruh Batal Demo Hari Ini, Usul 3 Opsi Upah Minimum",demonstrasi,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8225272/buruh-batal-demo-hari-ini-usul-3-opsi-upah-minimum
Video: Sungai Venice Berubah Jadi Hijau Imbas Protes Aktivis Iklim,demonstrasi,Detik.com,2025-11-26,https://20.detik.com/detikupdate/20251122-251122050/video-sungai-venice-berubah-jadi-hijau-imbas-protes-aktivis-iklim
"Buruh Demo Besar-besaran di Sekitar Istana-DPR Hari Ini, Berikut Tuntutannya",demonstrasi,Detik.com,2025-11-26,https://news.detik.com/berita/d-8225125/buruh-demo-besar-besaran-di-sekitar-istana-dpr-hari-ini-berikut-tuntutannya
Anatomi Demonstrasi,demonstrasi,Detik.com,2025-11-26,https://news.detik.com/kolom/d-8094755/anatomi-demonstrasi
Video: Sungai Venice Berubah Jadi Hijau Imbas Protes Aktivis Iklim,demonstrasi,Detik.com,2025-11-26,https://20.detik.com/detikupdate/20251122-251122050/video-sungai-venice-berubah-jadi-hijau-imbas-protes-aktivis-iklim
"Aktivis Serbu Kedubes Jepang, AZEC Dinilai Bukan Solusi Iklim",demonstrasi,Detik.com,2025-11-26,https://news.detik.com/foto-news/d-8180103/aktivis-serbu-kedubes-jepang-azec-dinilai-bukan-solusi-iklim
Maxim Buka Suara soal Ojol Tolak Jadi Karyawan Tetap Saat Demo di Makassar,demonstrasi,Detik.com,2025-11-26,https://www.detik.com/sulsel/makassar/d-8227486/maxim-buka-suara-soal-ojol-tolak-jadi-karyawan-tetap-saat-demo-di-makassar
Misi Meredam Gejolak Demonstrasi,demonstrasi,Detik.com,2025-11-26,https://news.detik.com/x/detail/spotlight/20250902/Misi-Meredam-Gejolak-Demonstrasi/
"Bupati BBS Panen Raya Cabai di Muaro Jambi, Ekonomi Petani Terus Didongkrak",panen raya,Detik.com,2025-11-26,https://www.detik.com/sumbagsel/berita/d-8220354/bupati-bbs-panen-raya-cabai-di-muaro-jambi-ekonomi-petani-terus-didongkrak
Polres Probolinggo Kota dan Poktan Kanigaran Gelar Panen Raya Jagung,panen raya,Detik.com,2025-11-26,https://www.detik.com/jatim/jogo-jatim/d-8134319/polres-probolinggo-kota-dan-poktan-kanigaran-gelar-panen-raya-jagung
Cara Petani Pangandaran Rayakan Panen Raya dengan Balap Traktor,panen raya,Detik.com,2025-11-26,https://www.detik.com/jabar/berita/d-8083832/cara-petani-pangandaran-rayakan-panen-raya-dengan-balap-traktor
"Kejagung Pakai Lahan Sitaan Kasus Korupsi ASABRI, Bisa Panen 2.640 Ton Gabah",panen raya,Detik.com,2025-11-26,https://20.detik.com/detikupdate/20250819-250819061/kejagung-pakai-lahan-sitaan-kasus-korupsi-asabri-bisa-panen-2-640-ton-gabah
"Panen Raya 2,8 Juta Ton di Oku Timur, Rajiv: Bukti Kerja Kolaboratif",panen raya,Detik.com,2025-11-26,https://news.detik.com/berita/d-8133539/panen-raya-2-8-juta-ton-di-oku-timur-rajiv-bukti-kerja-kolaboratif
"Wagub Sulsel & Titiek Soeharto Panen Raya di Maros, Capai 9 Ton/Hektare",panen raya,Detik.com,2025-11-26,https://news.detik.com/berita/d-8059679/wagub-sulsel-titiek-soeharto-panen-raya-di-maros-capai-9-ton-hektare
"Sukseskan Ketahanan Pangan, Polres Inhu Panen Raya Jagung 600 Kg",panen raya,Detik.com,2025-11-26,https://news.detik.com/melindungi-tuah-marwah/d-8050665/sukseskan-ketahanan-pangan-polres-inhu-panen-raya-jagung-600-kg
"Melihat Pameran Panen Raya, Merajut Cerita Alam Lewat Bahasa Seni",panen raya,Detik.com,2025-11-26,https://www.detik.com/pop/foto/d-8144804/melihat-pameran-panen-raya-merajut-cerita-alam-lewat-bahasa-seni
"Panen Raya di 10 Provinsi, Pasokan Beras Nasional Sangat Aman & Terkendali",panen raya,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8095892/panen-raya-di-10-provinsi-pasokan-beras-nasional-sangat-aman-terkendali
"Wujudkan Swasembada Pangan, Polres Blitar Kota Ikut Panen Raya",panen raya,Detik.com,2025-11-26,https://www.detik.com/jatim/berita/d-7951076/wujudkan-swasembada-pangan-polres-blitar-kota-ikut-panen-raya
"Hitung Mundur Idul Adha 2025, Berapa Hari Lagi Menuju Hari Raya Kurban?",hari raya kurban,Detik.com,2025-11-26,https://www.detik.com/sulsel/berita/d-7929747/hitung-mundur-idul-adha-2025-berapa-hari-lagi-menuju-hari-raya-kurban
"60+ Ucapan Idul Adha 2025 Islami dan Balasannya, Selamat Hari Raya Kurban!",hari raya kurban,Detik.com,2025-11-26,https://www.detik.com/jogja/berita/d-7951674/60-ucapan-idul-adha-2025-islami-dan-balasannya-selamat-hari-raya-kurban
50 Ucapan Hari Raya Idul Adha Terbaru 2025 Berbagai Tema,hari raya kurban,Detik.com,2025-11-26,https://www.detik.com/sumut/berita/d-7948230/50-ucapan-hari-raya-idul-adha-terbaru-2025-berbagai-tema
"Kemeriahan Kontes Sapi Potong Menjelang Hari Raya Kurban, Sidoarjo",hari raya kurban,Detik.com,2025-11-26,https://20.detik.com/spot-wisata/20240626-240701013/kemeriahan-kontes-sapi-potong-menjelang-hari-raya-kurban-sidoarjo
Idul Adha 2025 Berapa Hijriah? Ini Penjelasannya,hari raya kurban,Detik.com,2025-11-26,https://www.detik.com/hikmah/khazanah/d-7947142/idul-adha-2025-berapa-hijriah-ini-penjelasannya
Jemaah Aboge di Probolinggo Gelar Salat Idul Adha Pagi Ini,hari raya kurban,Detik.com,2025-11-26,https://www.detik.com/jatim/berita/d-7954110/jemaah-aboge-di-probolinggo-gelar-salat-idul-adha-pagi-ini
"Serba-serbi Hari Raya Kurban, Sapi Hilang-Ngamuk karena Suara Motor",hari raya kurban,Detik.com,2025-11-26,https://www.detik.com/sumbagsel/berita/d-7398066/serba-serbi-hari-raya-kurban-sapi-hilang-ngamuk-karena-suara-motor
Potret Tradisi Unik Idul Adha di Berbagai Negara,hari raya kurban,Detik.com,2025-11-26,https://news.detik.com/foto-news/d-7951694/potret-tradisi-unik-idul-adha-di-berbagai-negara
"8 Amalan Sunnah Idul Adha, Muslim Sudah Tahu?",hari raya kurban,Detik.com,2025-11-26,https://www.detik.com/hikmah/khazanah/d-7900878/8-amalan-sunnah-idul-adha-muslim-sudah-tahu
45+ Daftar Ucapan Idul Adha 2025 Islami dan Penuh Makna,hari raya kurban,Detik.com,2025-11-26,https://www.detik.com/jabar/jabar-gaskeun/d-7948840/45-daftar-ucapan-idul-adha-2025-islami-dan-penuh-makna
64 Orang Tewas Usai Israel Bombardir Gaza Saat Hari Raya Idul Fitri 2025,hari raya idul fitri,Detik.com,2025-11-26,https://www.detik.com/sumbagsel/berita/d-7850559/64-orang-tewas-usai-israel-bombardir-gaza-saat-hari-raya-idul-fitri-2025
15 Contoh Cerita Hari Raya Idul Fitri Bersama Keluarga 3 Paragraf,hari raya idul fitri,Detik.com,2025-11-26,https://www.detik.com/edu/detikpedia/d-7865640/15-contoh-cerita-hari-raya-idul-fitri-bersama-keluarga-3-paragraf
55+ Ucapan Hari Raya Idul Fitri Singkat dan Menyentuh Hati,hari raya idul fitri,Detik.com,2025-11-26,https://www.detik.com/sumbagsel/berita/d-7848767/55-ucapan-hari-raya-idul-fitri-singkat-dan-menyentuh-hati
Video Jalur Selatan Nagreg Padat di Momen Hari Raya Idul Fitri,hari raya idul fitri,Detik.com,2025-11-26,https://20.detik.com/detikupdate/20250331-250331091/video-jalur-selatan-nagreg-padat-di-momen-hari-raya-idul-fitri
Cara Membalas Ucapan Hari Raya Idul Fitri Sesuai Sunnah,hari raya idul fitri,Detik.com,2025-11-26,https://www.detik.com/hikmah/khazanah/d-7848169/cara-membalas-ucapan-hari-raya-idul-fitri-sesuai-sunnah
Kapan Hari Raya Idul Fitri 2025? Ini Prediksi Kemenag,hari raya idul fitri,Detik.com,2025-11-26,https://www.detik.com/sumbagsel/berita/d-7847039/kapan-hari-raya-idul-fitri-2025-ini-prediksi-kemenag
"Hari Raya Idul Fitri 2025 versi Muhammadiyah, Pemerintah, dan NU",hari raya idul fitri,Detik.com,2025-11-26,https://www.detik.com/sumbagsel/berita/d-7846542/hari-raya-idul-fitri-2025-versi-muhammadiyah-pemerintah-dan-nu
7 Potret Kekompakan Artis Rayakan Lebaran Bareng Keluarga yang Beda Keyakinan,hari raya idul fitri,Detik.com,2025-11-26,https://wolipop.detik.com/foto-entertainment/d-7855797/7-potret-kekompakan-artis-rayakan-lebaran-bareng-keluarga-yang-beda-keyakinan
45 Ucapan Selamat Hari Raya Idul Fitri 2025,hari raya idul fitri,Detik.com,2025-11-26,https://www.detik.com/hikmah/khazanah/d-7848206/45-ucapan-selamat-hari-raya-idul-fitri-2025
80+ Ucapan Selamat Hari Raya Idul Fitri untuk Teman-Pasangan,hari raya idul fitri,Detik.com,2025-11-26,https://www.detik.com/hikmah/khazanah/d-7849099/80-ucapan-selamat-hari-raya-idul-fitri-untuk-teman-pasangan
Harga Minyak Goreng-Gula di Sumut Makin Mahal,Harga gula pasir,Detik.com,2025-11-26,https://www.detik.com/sumut/berita/d-8143534/harga-minyak-goreng-gula-di-sumut-makin-mahal
Cek Harga Pasir Bangka untuk Bangunan per 1 Truk di 2025,Harga gula pasir,Detik.com,2025-11-26,https://www.detik.com/properti/tips-dan-panduan/d-8216713/cek-harga-pasir-bangka-untuk-bangunan-per-1-truk-di-2025
Apa Benar Gula Aren Lebih Sehat dari Gula Pasir? Ini Fakta Nutrisinya,Harga gula pasir,Detik.com,2025-11-26,https://food.detik.com/info-sehat/d-8096535/apa-benar-gula-aren-lebih-sehat-dari-gula-pasir-ini-fakta-nutrisinya
Pedagang-Pembeli di Pasar Benhil Keluhkan Harga Gula Pasir Jelang Ramadan,Harga gula pasir,Detik.com,2025-11-26,https://20.detik.com/detikflash/20220402-220402076/pedagang-pembeli-di-pasar-benhil-keluhkan-harga-gula-pasir-jelang-ramadan
Harga Sembako Jogja Hari Ini 26 Mei 2025: Daging Ayam dan Gula Pasir Turun,Harga gula pasir,Detik.com,2025-11-26,https://www.detik.com/jogja/bisnis/d-7933094/harga-sembako-jogja-hari-ini-26-mei-2025-daging-ayam-dan-gula-pasir-turun
